user_id,session_count,avg_session_duration,pageviews_per_session,days_since_last_visit,feature_usage_rate,clicks_on_premium_content,referral_source,state,device_type,number_of_visits_last_week,number_of_visits_last_30_days,messages_sent_count,messages_received_count,posts_count,reactions_count,community_sessions_count,number_of_trainings_watched,number_of_trainings_finished,daily_steps,daily_workout_minutes,subscription_status
4746,14,37.39090135645248,5,4,0.2908808099343503,2,organic,New York,mobile,3,11,4,3,1,10,13,5,5,4966,24,1
4747,12,41.174093452600864,3,21,0.694969188641789,2,organic,New York,tablet,4,9,7,3,2,16,11,6,6,5002,37,0
4748,10,31.626616412233314,3,8,0.5927826365587626,5,referral,California,tablet,3,11,7,3,2,5,7,17,6,5008,37,0
4749,8,41.44565801977062,4,18,0.776677335131077,0,referral,California,tablet,4,10,2,4,4,8,7,5,5,4931,39,0
4750,14,23.330746378124324,3,1,0.8741048828222269,6,organic,California,desktop,7,10,8,6,1,9,11,9,4,5025,29,0
4751,10,15.274270507803559,6,12,0.768162769557124,3,organic,Florida,mobile,6,8,9,3,2,10,7,6,4,4866,33,1
4752,6,16.98556518083801,3,17,0.2537684494095376,4,referral,Florida,tablet,4,10,3,8,3,17,3,7,4,4907,29,0
4753,17,34.41172818758534,4,26,0.4806865282069568,3,referral,Florida,tablet,4,16,9,8,3,7,7,5,5,4917,27,1
4754,16,48.08186492492309,2,18,0.15117526031356243,1,ad,New York,mobile,0,11,7,5,3,6,8,7,4,5038,25,0
4755,13,38.587985139183374,8,29,0.33971488566456187,3,referral,New York,tablet,2,13,4,4,2,6,6,16,6,4972,45,0
4756,13,50.36390634378927,3,3,0.43684309000861465,4,referral,New York,tablet,7,7,2,1,1,10,10,9,6,5064,19,0
4757,21,37.24316913681051,2,8,0.23989563417879056,5,organic,Texas,mobile,1,8,3,2,4,11,11,4,4,4974,30,0
4758,18,52.69884227522529,6,5,0.57662162640295,3,ad,Florida,desktop,2,11,6,0,3,10,5,7,4,5018,36,0
4759,15,45.97623468861774,1,22,0.004526108092208436,7,organic,Florida,mobile,3,7,6,1,0,13,7,9,7,4986,34,0
4760,15,15.527667780667803,0,10,0.3403569063920546,3,referral,New York,tablet,4,9,5,2,2,4,6,10,5,5065,28,0
4761,13,39.92695212872711,4,20,0.94639227245991,2,organic,New York,mobile,1,9,3,7,4,14,9,8,5,5025,32,1
4762,15,42.72750836678433,4,9,0.775645218521939,6,ad,New York,tablet,4,10,4,2,3,12,8,7,5,5042,19,0
4763,14,26.116228584868015,5,22,0.6847562692412605,6,ad,New York,desktop,2,6,4,2,4,5,6,4,4,4994,27,1
4764,23,26.784973580829416,3,14,0.818324429040032,4,referral,New York,mobile,2,8,3,2,2,13,13,9,4,5119,38,1
4765,11,40.596998609036945,4,17,0.8004888328441384,6,referral,Florida,desktop,0,10,8,6,1,13,8,7,4,4864,28,0
4766,12,35.03352331169155,4,24,0.13981055937153075,0,organic,Florida,tablet,3,14,8,3,4,9,10,6,4,5041,13,0
4767,17,39.63210996004757,6,12,0.2635719066184923,4,referral,California,mobile,0,7,6,3,1,13,6,6,5,4995,33,0
4768,13,18.731741146714352,2,18,0.5911506652371802,3,referral,Florida,tablet,0,6,3,1,3,7,10,11,4,4914,27,0
4769,10,57.443390648455434,3,25,0.037794513979971134,6,ad,Texas,desktop,5,10,6,5,0,10,8,5,4,4989,22,0
4770,24,34.53608894600833,4,13,0.28627029198278187,2,ad,Illinois,desktop,2,11,5,4,1,9,11,7,7,5022,25,0
4771,9,29.77500359492939,5,13,0.966350894426515,1,referral,New York,desktop,3,12,9,6,5,7,7,9,9,5057,31,0
4772,21,54.52254316320554,3,15,0.8698594187300371,1,ad,Texas,mobile,6,8,2,4,0,6,8,10,2,5023,20,1
4773,18,20.99007585841161,4,21,0.36801310289551403,4,organic,New York,mobile,5,9,5,1,5,13,6,11,4,5046,32,0
4774,21,45.8146155976314,4,28,0.6214811916491744,4,referral,New York,mobile,3,11,1,4,2,10,14,9,8,4976,24,0
4775,15,46.50879071091879,4,8,0.44936077874400404,2,referral,Illinois,tablet,1,12,6,5,3,7,12,6,2,5027,28,0
4776,20,31.158216942793892,2,2,0.9486722828382943,1,referral,Illinois,desktop,1,12,7,5,6,16,9,6,6,5026,31,1
4777,8,36.3278181258171,2,19,0.36708727588888956,6,ad,Illinois,tablet,4,5,4,3,2,7,5,5,5,4989,25,0
4778,12,19.040507654456484,9,27,0.05015869511901694,3,organic,California,mobile,4,7,4,3,2,9,9,7,2,4958,25,0
4779,13,58.60631518647008,8,1,0.8386964422622211,4,referral,Texas,tablet,4,12,5,2,3,14,12,9,8,5135,25,0
4780,12,15.626441387858698,2,13,0.7913077194658513,2,organic,New York,mobile,3,6,6,2,1,13,3,5,5,5067,35,1
4781,12,24.89842874829462,1,4,0.06503084550178839,4,ad,Texas,desktop,2,10,4,3,3,11,10,8,5,5127,31,0
4782,13,15.219489163306791,4,3,0.8883035753510662,3,organic,Illinois,desktop,5,8,7,1,2,10,6,5,2,5019,27,1
4783,17,48.35867923885242,7,23,0.9361034300951273,2,referral,New York,mobile,0,13,5,5,0,13,9,6,4,5012,42,0
4784,15,57.58822941378783,2,26,0.7486391274582365,6,ad,Texas,mobile,2,6,5,8,2,11,6,8,6,5054,31,1
4785,9,20.80343709570125,4,29,0.29433343774494036,1,organic,Florida,desktop,2,11,4,5,0,16,8,5,4,5044,28,0
4786,11,26.203179751509175,8,27,0.11125453891727088,6,ad,New York,desktop,4,8,8,6,2,8,1,7,4,5129,30,0
4787,15,41.33424370397158,1,19,0.04583435305069339,3,ad,Texas,desktop,2,11,3,5,4,8,6,10,0,5050,25,0
4788,12,16.187014486175062,4,10,0.35256802444229896,6,ad,Florida,mobile,3,16,8,2,2,11,5,4,2,5059,44,0
4789,18,43.0155821644449,5,29,0.013180379643031093,4,organic,Florida,mobile,4,12,3,4,3,10,5,9,3,4967,34,1
4790,13,30.713529331160046,2,2,0.6925532189213579,4,ad,Florida,mobile,2,6,2,1,2,8,7,12,9,4915,26,0
4791,11,40.101069106412055,7,26,0.46257174555056946,2,organic,Illinois,desktop,1,8,3,5,1,7,10,9,7,5097,26,0
4792,11,36.92113085051287,4,25,0.29915288931731976,1,ad,Texas,tablet,2,11,5,3,3,10,8,6,6,5003,24,0
4793,18,40.73953364716059,1,1,0.3795826844039262,3,ad,New York,desktop,5,8,6,2,4,11,7,1,1,4935,20,0
4794,16,28.58791954449417,4,22,0.59321048909767,3,organic,Texas,tablet,3,12,0,9,0,14,6,7,5,4923,28,1
4795,17,55.04742793885911,4,21,0.06483825295018264,3,ad,New York,tablet,4,13,6,4,2,7,9,6,4,5140,29,0
4796,11,46.56814663114692,2,25,0.08804844286570801,0,organic,New York,tablet,6,10,5,3,2,6,5,8,8,4929,25,0
4797,15,35.027211677781004,3,28,0.5113819764008003,2,organic,Texas,desktop,3,15,3,2,1,14,8,6,3,4838,38,1
4798,15,35.29400407477344,8,8,0.6156143847015615,1,referral,Illinois,desktop,1,5,4,3,3,11,5,9,9,5056,30,0
4799,16,36.24808140960501,6,28,0.3973205795962401,2,referral,New York,desktop,3,11,4,2,1,13,9,7,6,4932,30,0
4800,10,27.757138922640124,6,13,0.4514480105697193,8,referral,Illinois,desktop,2,7,8,3,1,11,7,8,4,4851,24,0
4801,10,51.45223899995212,4,11,0.5422338678415142,1,organic,Florida,mobile,3,12,4,4,1,7,8,7,6,4895,29,0
4802,12,35.622940177904745,6,2,0.7534599219189461,3,referral,California,tablet,2,6,3,1,2,10,7,7,7,5027,36,0
4803,18,25.393587625378572,3,20,0.9009640214542072,4,ad,New York,mobile,4,11,1,4,3,13,8,8,7,4850,21,1
4804,14,15.643182616868414,2,7,0.4546739700509621,5,referral,Texas,desktop,7,7,4,4,2,5,10,5,1,5090,36,0
4805,13,42.94566312621297,2,15,0.9797816554057213,9,referral,California,mobile,3,8,10,4,1,6,6,9,5,5030,24,1
4806,16,43.11808105998722,6,12,0.1115874821656686,0,referral,Florida,mobile,3,10,1,4,0,9,10,7,3,5029,22,0
4807,12,56.62932800184794,2,14,0.026245275358604214,2,organic,California,desktop,4,10,5,5,2,8,8,12,2,4889,18,0
4808,13,56.76275458740774,4,8,0.06934635843313974,4,referral,Illinois,mobile,4,9,8,6,3,9,7,6,5,5050,31,0
4809,11,16.874287741184517,4,7,0.10012039800187056,6,organic,Illinois,desktop,0,14,9,8,2,7,7,8,6,4942,24,0
4810,17,44.49417683956255,4,9,0.13176267949780307,3,referral,Texas,desktop,0,13,5,4,3,6,8,9,9,5093,33,0
4811,9,40.406071195110556,4,13,0.6179542924630672,1,ad,Florida,desktop,0,9,8,3,2,13,8,11,3,4922,26,1
4812,16,31.620622958788466,4,12,0.2744495103965333,5,referral,Florida,tablet,2,9,3,4,2,5,4,7,7,4982,31,1
4813,12,15.066380176099464,3,14,0.13963711977322024,5,organic,Florida,tablet,3,6,9,3,1,16,5,8,1,4903,31,0
4814,10,19.659872257584453,1,27,0.45599164737117004,1,referral,California,desktop,7,9,5,3,1,12,9,10,5,5182,28,0
4815,9,33.22396849544297,3,16,0.9601531633496884,3,ad,California,desktop,4,7,7,2,5,11,8,12,6,5026,26,0
4816,17,23.353097280808583,2,19,0.12986200113221424,1,ad,Texas,tablet,2,12,3,5,2,10,6,5,3,4936,22,0
4817,16,39.84569138208242,7,2,0.675367362972793,2,organic,Florida,tablet,3,15,4,3,3,8,10,6,6,4939,33,1
4818,13,49.53715717456572,1,18,0.4525567066922075,3,ad,California,tablet,3,12,4,4,3,10,5,6,3,5070,27,0
4819,6,24.487429119772592,7,4,0.44696573128675465,1,ad,California,tablet,4,16,5,2,3,9,4,8,2,5041,25,0
4820,13,21.816905648083207,3,8,0.6302883376013959,4,organic,Illinois,desktop,3,10,8,1,2,11,4,6,6,4976,27,1
4821,13,34.91853767940441,5,22,0.6264048121998342,6,referral,Florida,desktop,2,10,5,6,4,8,8,8,6,5027,25,0
4822,17,45.37598660955527,2,5,0.9569589710825693,5,ad,Texas,tablet,1,7,6,4,3,11,6,7,6,4976,36,1
4823,21,44.72765353641017,6,18,0.27277304728645246,3,referral,New York,tablet,4,8,11,3,2,16,4,6,4,4945,33,0
4824,19,35.707767176305936,7,26,0.4737377095687,4,referral,Florida,tablet,1,6,6,3,4,13,9,7,5,5121,32,1
4825,22,21.118044837141795,4,3,0.5481093479772058,5,organic,Florida,desktop,3,5,8,2,2,8,6,9,9,5106,22,0
4826,17,29.32236627795613,3,0,0.5334966201845126,3,ad,Illinois,desktop,1,11,5,2,2,11,7,10,0,5091,29,0
4827,22,15.886967716360799,6,24,0.7811243958105271,5,ad,New York,mobile,4,4,7,5,2,10,12,9,3,5029,42,0
4828,11,40.13005723739771,5,28,0.7178981956421606,5,ad,Texas,mobile,2,10,2,3,0,8,10,8,3,5003,16,1
4829,15,38.619255919491415,4,20,0.7389735385977831,7,referral,New York,desktop,2,6,6,3,3,16,9,4,4,4852,30,0
4830,21,36.607774893074165,5,2,0.23415513497683815,4,ad,Texas,mobile,3,16,3,4,0,14,11,8,6,5048,33,1
4831,19,55.128247132802315,5,3,0.7401292710578256,2,organic,New York,desktop,3,12,3,1,3,11,8,8,5,5005,36,1
4832,14,51.45585834888457,6,13,0.08180127942630289,4,referral,Texas,mobile,0,12,0,1,2,10,10,9,7,5017,31,0
4833,14,25.70187219125227,5,9,0.6523496106133002,3,referral,Florida,tablet,1,7,8,3,2,8,12,8,3,4994,34,0
4834,17,48.086041598354136,4,27,0.8019247240538624,1,ad,Florida,tablet,3,12,7,0,1,11,11,11,3,4936,32,0
4835,19,19.366968622745592,6,19,0.686827749638871,2,ad,California,tablet,8,12,4,7,2,7,8,7,3,4950,32,0
4836,17,21.705657400349928,2,5,0.8005767447081801,5,ad,Texas,mobile,6,7,6,6,2,12,4,12,6,5047,20,1
4837,13,22.73983905929665,10,12,0.9437840634962282,3,referral,Texas,desktop,5,13,2,4,3,10,8,11,3,5004,31,0
4838,12,39.909119413100036,6,20,0.590712195476122,4,ad,Illinois,tablet,2,8,13,3,1,8,8,6,6,4948,21,1
4839,10,31.342249464014607,6,29,0.49176054241814116,3,organic,Florida,tablet,4,7,7,0,3,8,4,7,1,5109,27,0
4840,13,52.62526837540578,6,1,0.5339238838723149,0,referral,California,tablet,0,14,2,5,1,8,12,9,9,5054,27,0
4841,16,51.11250065796024,3,9,0.7002052236602071,5,referral,Florida,mobile,3,16,8,1,0,14,6,11,3,4900,28,0
4842,5,35.769118438404156,7,4,0.629298588098426,2,organic,Illinois,desktop,2,9,7,5,2,12,4,6,5,5044,30,1
4843,10,52.435038069005145,9,26,0.8672570468253802,7,organic,Illinois,desktop,1,10,3,3,2,12,6,13,4,4923,27,1
4844,12,31.660465004017862,2,25,0.9709586080520809,8,organic,California,mobile,2,7,6,3,1,9,10,11,6,4959,23,1
4845,14,57.05557527514813,1,24,0.9034569735663236,1,referral,Texas,desktop,2,10,9,1,1,9,7,8,4,4967,29,0
4846,12,44.58269701721187,3,24,0.8792973445386539,2,referral,Texas,desktop,4,13,7,3,1,11,8,8,6,5106,36,0
4847,14,30.464709723424928,5,19,0.8124857407940957,3,organic,Texas,mobile,2,7,7,6,1,7,6,6,6,4931,21,0
4848,10,38.42252328660754,5,1,0.5143909055883271,1,referral,Florida,tablet,3,11,9,5,3,7,8,11,4,5021,26,0
4849,19,42.89117805607529,3,4,0.18423398332000718,3,referral,New York,mobile,1,9,5,3,1,10,6,13,6,4953,32,0
4850,10,31.691128411358743,5,4,0.5360435281897631,0,referral,New York,mobile,5,8,5,2,0,13,9,8,4,5138,27,0
4851,12,57.18990636941424,7,11,0.3591126361898249,2,referral,Illinois,desktop,1,6,6,5,3,9,9,8,4,4981,36,0
4852,17,24.170779309912106,4,2,0.9946351686623952,0,organic,California,desktop,4,8,4,7,0,16,14,7,4,5091,28,1
4853,21,18.01288246833441,4,9,0.7612638486300527,4,ad,Illinois,mobile,2,15,6,9,3,12,6,3,3,5022,20,0
4854,10,41.8026986328444,6,18,0.1517115615710688,3,referral,Texas,tablet,3,9,3,8,4,12,9,11,2,4950,30,0
4855,14,59.63367096022185,2,14,0.8805687460301825,6,referral,Texas,mobile,3,13,7,5,0,17,10,9,3,4831,26,0
4856,14,36.94747510013666,4,29,0.01995707084548959,3,ad,Florida,mobile,4,5,5,4,1,11,12,6,6,5105,34,0
4857,11,59.95571433413508,5,26,0.7831869257683528,4,ad,California,desktop,2,13,5,4,3,6,10,7,3,5058,28,1
4858,9,37.75418422476656,3,22,0.49297976642432173,6,referral,New York,desktop,3,10,6,2,3,13,5,15,2,4993,26,0
4859,18,43.096465994183454,3,14,0.9425212184763108,1,organic,Florida,mobile,2,13,4,5,0,8,6,5,5,5017,22,0
4860,15,39.26703594766548,5,5,0.531012292723684,3,organic,California,desktop,4,11,6,4,3,19,10,9,3,5069,33,0
4861,12,58.770405383250036,4,13,0.8406500524474404,3,referral,Illinois,mobile,5,11,2,11,2,7,8,6,4,4994,26,1
4862,18,35.8780916661684,1,12,0.8018248918355798,3,ad,California,mobile,2,11,5,6,2,12,8,12,8,4890,29,1
4863,10,51.41340232824963,2,14,0.6013658053685008,3,organic,Illinois,tablet,6,11,2,8,1,11,9,8,5,5000,34,0
4864,19,35.36220406497755,7,15,0.18341421913741174,3,organic,California,desktop,1,15,8,2,3,9,8,7,5,4914,27,0
4865,11,22.163210161793565,2,7,0.7134709259962768,2,ad,California,tablet,4,9,5,4,4,8,10,8,4,5014,24,0
4866,9,17.534164064795764,2,6,0.6805299843671142,2,ad,New York,tablet,6,12,3,5,2,6,7,8,3,4950,28,0
4867,11,37.490780317111515,2,9,0.9000291405430448,4,referral,California,tablet,2,8,4,4,1,10,10,12,3,4983,24,0
4868,13,23.209910496072858,3,27,0.5168723118449842,4,organic,New York,desktop,2,11,5,1,4,8,9,8,5,4953,23,0
4869,29,31.503087444200652,9,3,0.46153536079763424,1,ad,Florida,desktop,3,7,3,5,4,8,4,8,7,4995,29,0
4870,12,57.754363395626896,4,29,0.1593275244290565,2,referral,Texas,desktop,1,8,5,3,1,7,8,8,4,4972,29,0
4871,12,21.207142574255705,4,3,0.5927555917531735,3,ad,California,tablet,2,5,2,3,2,11,11,8,4,5170,31,0
4872,18,23.913534864814423,2,10,0.029914153374930086,2,organic,California,tablet,4,9,7,5,0,4,6,9,1,5076,35,0
4873,22,50.734859790882716,3,19,0.4250271322881739,4,organic,Illinois,desktop,2,11,7,1,3,10,9,13,3,5100,37,1
4874,14,29.61260468798696,2,0,0.3433990352941121,2,referral,New York,mobile,0,10,3,2,4,5,10,7,7,5056,31,0
4875,12,16.347886741117826,3,1,0.3475818042732083,2,organic,New York,desktop,3,11,5,4,1,9,5,7,5,5008,16,0
4876,16,35.63010612805644,6,20,0.44212723563836,2,referral,New York,mobile,3,7,5,3,3,14,11,7,6,5027,33,1
4877,16,29.952448971174835,5,5,0.87274033360976,4,ad,Illinois,desktop,0,10,5,5,2,9,7,2,2,5085,30,0
4878,15,50.899516845244925,2,2,0.17938097807839748,3,referral,Illinois,tablet,7,7,2,2,2,14,13,10,7,5019,27,0
4879,15,23.370308929688655,1,17,0.9565015227810144,2,ad,Texas,mobile,3,9,4,5,1,10,8,7,7,4974,37,0
4880,14,24.27190351325967,4,0,0.9673714564402751,3,organic,New York,desktop,3,15,6,5,3,12,5,5,3,4844,42,1
4881,14,24.730555995941057,4,2,0.1795218071672784,1,referral,Texas,desktop,1,10,4,2,1,13,9,8,2,4972,28,0
4882,18,53.2068019161045,4,1,0.9234174683825119,3,referral,Florida,desktop,4,6,6,4,3,11,6,10,10,4971,23,0
4883,18,38.105796257030605,2,23,0.5946257997127143,4,organic,California,desktop,0,7,4,3,3,11,10,10,4,4979,28,0
4884,21,41.19899432638041,4,26,0.6542327993115635,6,referral,Florida,tablet,4,12,6,5,0,10,5,9,8,5069,44,1
4885,11,41.12960904136497,2,15,0.7804797607784564,2,ad,California,mobile,4,8,5,3,4,14,10,9,5,4988,27,1
4886,20,37.23316561947948,6,5,0.3920110461740107,3,ad,Florida,tablet,2,13,4,5,1,7,8,15,2,5017,24,1
4887,8,32.89593646625064,4,9,0.7896472668895872,2,referral,New York,mobile,6,9,3,4,4,8,7,8,8,5043,25,1
4888,15,26.88393604223594,7,3,0.6386332653874185,3,referral,Illinois,desktop,5,12,3,3,2,14,7,7,5,5021,26,0
4889,19,39.1403485820512,3,23,0.908899225658561,2,organic,Texas,tablet,3,8,5,3,0,12,9,6,5,5053,30,1
4890,16,57.90580155043542,6,29,0.9776286543194491,1,referral,California,desktop,5,16,7,3,2,7,5,9,2,5032,23,1
4891,16,41.52987477069408,4,8,0.482082616164879,3,organic,Florida,mobile,1,12,11,5,2,6,6,12,4,4984,34,0
4892,15,59.700687633922534,4,29,0.5374232541330052,0,ad,Florida,mobile,5,11,7,5,1,8,11,9,5,4921,29,1
4893,19,22.625545353255433,3,7,0.4534332611046218,3,ad,Florida,desktop,3,11,6,3,2,10,3,8,6,4870,31,0
4894,14,56.63357285762171,3,10,0.1533983176730065,4,organic,New York,tablet,3,13,4,5,1,7,11,5,5,5042,29,0
4895,11,54.844678312892896,6,1,0.8154534216937654,2,organic,California,mobile,4,9,5,2,2,7,10,8,3,4971,32,0
4896,13,38.39313379800632,4,4,0.013604536501103937,2,ad,Illinois,tablet,2,5,5,3,1,6,10,9,6,4970,27,0
4897,11,47.21848720784092,3,14,0.24451645048178006,2,ad,Florida,mobile,5,7,6,2,5,6,7,7,4,5025,24,0
4898,17,29.54323338051183,7,0,0.8353415340228724,2,ad,Illinois,desktop,4,5,10,1,2,10,8,15,3,5048,25,0
4899,18,37.88866110229917,5,0,0.43127963793456425,2,organic,Texas,desktop,2,9,5,7,1,9,6,8,2,4894,17,0
4900,15,47.943386053960374,2,23,0.5708672891891484,2,organic,New York,desktop,5,11,8,3,3,9,4,8,4,4996,31,0
4901,18,53.12141772908318,6,21,0.9540021378042975,1,organic,California,mobile,6,10,5,5,1,9,5,6,4,4985,29,0
4902,15,40.41495983874708,6,20,0.2646713209432646,0,referral,New York,tablet,3,18,9,4,1,9,9,7,5,5011,23,0
4903,23,43.245782830658314,4,24,0.215181237066284,3,referral,Illinois,tablet,4,6,4,3,1,8,9,12,6,4987,24,0
4904,13,35.61398621085614,6,25,0.086432519173685,3,ad,Texas,desktop,2,10,2,6,1,5,6,9,3,4966,27,0
4905,15,56.32357691821339,4,21,0.587911929416516,0,ad,California,tablet,3,9,4,5,1,14,3,8,5,5050,36,0
4906,17,40.99572287750948,6,26,0.2511422707333967,6,ad,Illinois,tablet,7,8,8,1,1,13,9,10,3,5077,22,0
4907,17,44.293826086344865,2,13,0.2179784622154376,1,ad,Florida,desktop,2,13,4,5,2,10,4,10,4,4976,29,0
4908,13,33.74285779811424,0,6,0.34387834920582694,2,ad,Florida,tablet,1,12,3,2,3,10,7,13,2,4967,21,0
4909,10,57.21489352181333,4,29,0.08252955476904389,2,referral,Florida,mobile,3,10,5,4,1,7,9,8,3,4940,26,0
4910,20,55.22550809624814,4,2,0.6774969718348921,1,referral,Florida,mobile,5,14,2,2,1,7,9,3,3,4973,33,0
4911,15,50.318777462225995,2,24,0.2654400947844203,3,referral,Texas,tablet,2,15,3,4,2,17,8,5,5,5044,27,0
4912,16,48.24863019970059,2,10,0.3572734446703961,4,organic,New York,tablet,1,13,2,5,2,10,5,10,10,5032,32,0
4913,16,49.98065643214215,2,11,0.5489922049572074,2,referral,Texas,desktop,4,7,6,8,1,10,12,6,6,5026,28,1
4914,17,34.38019262658838,3,20,0.40306662566534845,2,organic,New York,desktop,3,14,7,4,1,11,7,9,4,4993,29,0
4915,11,16.81024493594916,4,20,0.7455345492104397,5,ad,California,desktop,2,12,5,5,0,7,5,11,4,4931,32,0
4916,10,31.965744555186824,3,26,0.3922816155291349,2,referral,Florida,tablet,1,11,5,3,3,13,9,9,5,5007,33,0
4917,19,27.152841157224913,7,25,0.0506987275093328,3,referral,Texas,tablet,4,8,4,3,3,5,8,11,3,4813,30,1
4918,13,52.74119436013881,3,15,0.20970219398271162,2,ad,Florida,desktop,2,16,4,5,1,14,12,8,5,5039,26,0
4919,14,51.41122578991794,4,28,0.023109845460085432,2,ad,Florida,desktop,5,13,3,3,1,7,6,10,5,5031,30,0
4920,20,49.60505980665791,4,3,0.6564483286056811,5,referral,New York,desktop,1,12,7,3,5,12,4,3,3,5125,31,0
4921,14,54.710673283591866,1,18,0.4367596956880926,5,ad,New York,desktop,3,10,3,3,2,18,7,5,2,5015,29,0
4922,15,33.79619734340486,2,24,0.31059028915963116,1,referral,Florida,desktop,4,15,3,3,2,9,9,9,3,4981,26,0
4923,18,35.2576907181042,6,19,0.03910199247018531,3,referral,Texas,tablet,3,5,6,7,2,9,9,13,3,4891,29,0
4924,13,24.04184890677901,5,25,0.26452191067588704,4,organic,Illinois,mobile,3,8,6,7,1,6,9,9,2,5056,28,0
4925,17,24.804981694991085,7,12,0.48971470069833467,6,organic,New York,tablet,2,9,5,2,5,13,5,13,5,4985,31,0
4926,16,43.92398477001035,8,12,0.7828409507375483,1,referral,California,mobile,2,12,5,3,2,10,8,4,4,5013,31,0
4927,18,22.460745268129024,2,17,0.2433730016078226,0,organic,Illinois,mobile,3,19,8,2,0,10,6,8,4,4996,23,1
4928,21,55.51151162823764,3,13,0.4738662878022598,1,referral,New York,tablet,3,10,4,6,3,12,11,6,3,4859,27,0
4929,15,44.77626473931272,1,9,0.18841920790339617,5,organic,Florida,tablet,6,12,6,3,1,9,8,3,2,5014,23,0
4930,10,52.90170245869568,5,11,0.4051889837898406,2,referral,California,mobile,3,16,5,4,0,12,6,10,2,4984,22,0
4931,13,16.501611231798677,4,16,0.604409607793839,9,organic,Florida,mobile,2,16,4,3,0,12,8,11,1,5046,28,1
4932,17,54.206637671175464,7,0,0.28348392007444334,3,ad,Illinois,desktop,0,7,4,3,0,13,7,9,5,5005,30,1
4933,19,47.82433147674668,5,16,0.2517642400003163,4,ad,New York,tablet,1,6,4,5,2,6,7,3,3,4936,33,1
4934,17,17.530285953182037,3,11,0.46951331686164155,2,ad,Florida,mobile,4,7,4,4,1,9,9,9,5,5052,27,0
4935,11,53.122345693340456,2,7,0.7491081209808277,3,referral,California,tablet,4,11,5,6,4,14,7,7,7,5008,25,0
4936,16,28.343313950430243,4,26,0.4142830063460431,4,referral,Florida,desktop,4,6,3,0,3,21,15,5,2,5104,26,0
4937,19,22.59744748735394,2,21,0.8761797193874867,3,ad,Texas,desktop,1,11,7,5,0,12,8,8,0,4895,20,0
4938,14,28.330805350339144,2,10,0.9484211603456684,0,ad,Texas,tablet,3,13,2,5,0,6,4,5,5,4948,24,0
4939,11,25.454605814434785,6,1,0.06553373836511822,3,organic,New York,tablet,3,9,7,1,1,9,8,4,4,5111,30,0
4940,16,47.61778803131499,1,3,0.16848869965014657,4,referral,California,mobile,5,9,4,4,1,10,6,13,5,4986,28,1
4941,14,19.604382889955097,2,5,0.9476944221129036,3,organic,Florida,tablet,9,9,11,5,2,10,4,11,5,5125,29,1
4942,9,22.172236983144685,6,14,0.618114768121723,1,ad,California,mobile,1,16,4,2,1,14,8,3,3,5106,24,0
4943,14,46.20941251197924,2,7,0.04439351035607719,3,ad,Texas,mobile,5,7,4,4,2,15,5,9,6,5002,24,0
4944,10,47.30667630109445,3,15,0.10700274870752113,4,ad,Illinois,mobile,1,13,6,4,4,8,4,13,6,5073,33,0
4945,19,35.729527297249476,3,29,0.5264726922554955,2,ad,California,desktop,1,11,2,3,6,8,14,10,1,4999,33,1
4946,10,42.14158868277057,2,21,0.7071322581353909,4,organic,New York,desktop,4,12,6,4,2,15,9,6,2,4989,31,1
4947,12,30.486892496904716,3,22,0.4326000753230871,1,referral,New York,desktop,2,8,1,4,2,9,11,6,6,4988,24,0
4948,10,53.847631802279814,8,16,0.7101199153039318,4,ad,Illinois,tablet,1,13,3,5,1,10,8,7,7,4960,35,0
4949,18,21.558691015368403,4,15,0.3484579920357155,2,organic,Illinois,mobile,2,8,1,3,0,10,8,5,5,4953,33,0
4950,17,38.62270343845702,3,26,0.7371323224046554,3,ad,California,tablet,4,10,6,5,2,12,11,6,3,5009,32,1
4951,11,32.12335142495725,4,6,0.9152626502487115,2,referral,Florida,mobile,2,6,10,3,5,11,8,5,5,5050,25,0
4952,17,46.868423004111186,2,20,0.3106953121769226,8,referral,California,desktop,2,16,7,2,2,9,4,8,5,5112,35,0
4953,19,42.39408991560573,6,27,0.9964279084909105,1,referral,Florida,tablet,3,5,4,7,1,11,8,5,2,4975,29,0
4954,17,33.2256941674958,5,0,0.5334347152462644,3,ad,Florida,mobile,4,12,7,7,0,12,5,6,4,5064,24,0
4955,16,38.95070254090871,5,6,0.6216614297484988,0,ad,Florida,desktop,3,14,3,6,2,8,3,9,5,5020,24,0
4956,15,44.898442333387806,2,11,0.9383985604377838,4,organic,California,desktop,7,13,5,5,3,12,3,10,1,5020,35,0
4957,16,57.40055426786373,3,15,0.5670394152815006,4,referral,Illinois,tablet,5,13,4,2,2,9,5,12,5,4936,32,0
4958,14,49.81128408195659,4,20,0.28831356650062634,2,referral,Florida,mobile,4,15,4,3,2,4,6,9,5,5033,32,1
4959,16,15.216551997470004,4,3,0.648413084576259,3,referral,New York,desktop,4,4,2,3,0,6,6,10,7,4983,27,0
4960,13,31.924422444679372,1,6,0.5789765233340773,5,ad,Texas,desktop,4,9,6,5,5,13,6,7,4,5020,35,0
4961,17,17.018987182848957,7,14,0.1992014868286348,1,referral,New York,mobile,2,9,8,3,3,12,10,4,4,4976,26,0
4962,20,17.37218919160419,3,4,0.6314093306164289,3,referral,Florida,tablet,0,12,3,5,1,8,8,11,4,5038,31,1
4963,15,49.12432177814115,3,15,0.15469711506470485,3,referral,New York,tablet,3,3,6,5,0,11,9,7,4,5143,27,0
