userid,version,monthly_bill,conversion,retention
4134907,old,5,FALSE,FALSE
4135188,old,21,FALSE,FALSE
4135318,old,1,FALSE,FALSE
4135419,oneclick,1,FALSE,FALSE
4135447,oneclick,18,FALSE,FALSE
4135509,oneclick,19,FALSE,FALSE
4135543,oneclick,1,FALSE,FALSE
4135776,oneclick,8,TRUE,FALSE
4135904,old,5,FALSE,FALSE
4136619,old,287,TRUE,TRUE
4136822,oneclick,9,TRUE,FALSE
4136867,old,353,TRUE,FALSE
4136974,old,7,FALSE,FALSE
4137057,oneclick,144,TRUE,FALSE
4137122,oneclick,7,FALSE,FALSE
4137146,oneclick,173,TRUE,TRUE
4137298,oneclick,4,FALSE,FALSE
4137788,oneclick,10,FALSE,FALSE
4137884,old,31,FALSE,TRUE
4138031,oneclick,2,FALSE,FALSE
4138249,oneclick,71,TRUE,FALSE
4138421,old,1,FALSE,FALSE
4138506,old,3,FALSE,FALSE
4138590,old,0,FALSE,FALSE
4138707,oneclick,0,FALSE,FALSE
4138715,oneclick,12,FALSE,FALSE
4138878,old,4,FALSE,FALSE
4138970,old,20,TRUE,FALSE
4138994,old,24,FALSE,FALSE
4139126,old,14,FALSE,FALSE
4139193,oneclick,28,TRUE,FALSE
4139384,old,2,FALSE,FALSE
4139629,old,33,FALSE,FALSE
4139634,oneclick,2,FALSE,FALSE
4139927,old,51,TRUE,FALSE
4140046,oneclick,4,TRUE,FALSE
4140094,oneclick,24,TRUE,FALSE
4140157,old,17,FALSE,FALSE
4140235,old,1,FALSE,FALSE
4140246,oneclick,1,FALSE,FALSE
4140435,old,14,FALSE,FALSE
4140484,old,14,TRUE,FALSE
4140642,old,104,TRUE,FALSE
4140761,old,0,FALSE,FALSE
4140915,old,5,FALSE,FALSE
4141081,oneclick,641,TRUE,TRUE
4141114,old,37,TRUE,TRUE
4141124,old,248,TRUE,FALSE
4141132,old,14,FALSE,FALSE
4141183,oneclick,18,FALSE,FALSE
4141195,old,1,FALSE,FALSE
4141359,oneclick,42,TRUE,FALSE
4141437,oneclick,29,TRUE,FALSE
4141496,old,19,FALSE,FALSE
4141720,old,3,FALSE,TRUE
4141783,oneclick,10,TRUE,FALSE
4141947,old,42,TRUE,TRUE
4142219,oneclick,11,FALSE,TRUE
4142347,oneclick,47,TRUE,FALSE
4142396,oneclick,4,FALSE,FALSE
4142409,old,73,TRUE,FALSE
4142440,oneclick,1,FALSE,FALSE
4142471,oneclick,1,FALSE,FALSE
4142726,old,42,FALSE,TRUE
4142806,old,5,TRUE,FALSE
4142947,old,229,TRUE,FALSE
4143228,oneclick,41,FALSE,TRUE
4143320,oneclick,0,FALSE,FALSE
4143330,old,61,FALSE,FALSE
4143447,old,53,TRUE,FALSE
4143475,old,1,FALSE,FALSE
4143652,oneclick,147,TRUE,TRUE
4143836,old,17,FALSE,FALSE
4143895,old,3,FALSE,FALSE
4144057,old,12,TRUE,FALSE
4144105,old,45,TRUE,FALSE
4144156,old,89,FALSE,TRUE
4144342,oneclick,254,TRUE,FALSE
4144440,oneclick,28,FALSE,FALSE
4144538,old,5,FALSE,FALSE
4144708,oneclick,100,TRUE,TRUE
4145117,old,0,FALSE,FALSE
4145212,old,6,FALSE,FALSE
4145249,oneclick,38,TRUE,FALSE
4145332,old,30,TRUE,FALSE
4145432,old,8,FALSE,FALSE
4145757,oneclick,139,FALSE,TRUE
4145786,old,307,TRUE,TRUE
4145917,old,14,FALSE,FALSE
4146020,old,37,TRUE,FALSE
4146167,old,69,TRUE,TRUE
4146598,oneclick,25,FALSE,FALSE
4146613,old,14,TRUE,FALSE
4146743,old,15,FALSE,FALSE
4146994,oneclick,28,TRUE,TRUE
4147149,oneclick,178,TRUE,TRUE
4147219,oneclick,35,TRUE,FALSE
4147249,oneclick,214,TRUE,TRUE
4147432,oneclick,56,TRUE,FALSE
4147574,old,10,FALSE,FALSE
4147763,oneclick,37,FALSE,FALSE
4147857,oneclick,9,FALSE,FALSE
4148001,old,412,TRUE,TRUE
4148148,oneclick,5,FALSE,FALSE
4148220,old,52,TRUE,TRUE
4148248,oneclick,0,FALSE,FALSE
4148256,old,40,TRUE,FALSE
4148276,old,50,TRUE,TRUE
4148321,old,0,FALSE,FALSE
4148413,old,1,FALSE,FALSE
4148475,oneclick,4,FALSE,FALSE
4148677,oneclick,1,FALSE,FALSE
4148801,old,0,FALSE,FALSE
4148899,oneclick,46,TRUE,TRUE
4149101,oneclick,4,FALSE,FALSE
4149226,oneclick,5,FALSE,FALSE
4149432,oneclick,66,TRUE,FALSE
4149631,oneclick,4,FALSE,FALSE
4149635,old,20,TRUE,FALSE
4149711,oneclick,4,TRUE,FALSE
4149870,old,0,FALSE,FALSE
4149942,oneclick,41,TRUE,TRUE
4149965,old,12,FALSE,FALSE
4150207,oneclick,12,FALSE,TRUE
4150282,old,34,FALSE,FALSE
4150310,oneclick,50,TRUE,FALSE
4150429,old,19,TRUE,FALSE
4150490,old,3,FALSE,FALSE
4150569,old,12,FALSE,FALSE
4150653,old,3,FALSE,FALSE
4150739,old,3,FALSE,FALSE
4150800,oneclick,50,TRUE,FALSE
4150822,old,78,TRUE,FALSE
4150919,old,10,FALSE,FALSE
4151144,oneclick,214,TRUE,TRUE
4151614,old,54,TRUE,FALSE
4151687,old,67,TRUE,FALSE
4151867,old,30,FALSE,FALSE
4151871,old,49,FALSE,FALSE
4151899,old,246,FALSE,TRUE
4151999,oneclick,20,TRUE,FALSE
4152006,oneclick,183,TRUE,FALSE
4152120,oneclick,53,TRUE,FALSE
4152178,oneclick,0,FALSE,FALSE
4152223,old,8,FALSE,FALSE
4152261,old,54,FALSE,TRUE
4152286,old,344,TRUE,FALSE
4152290,old,3,FALSE,FALSE
4152525,oneclick,15,FALSE,FALSE
4152590,old,89,TRUE,FALSE
4152682,oneclick,40,TRUE,FALSE
4152864,old,32,FALSE,FALSE
4152941,oneclick,60,TRUE,FALSE
4153013,old,624,TRUE,TRUE
4153070,oneclick,16,TRUE,FALSE
4153114,old,6,FALSE,FALSE
4153141,oneclick,17,FALSE,FALSE
4153174,old,82,TRUE,FALSE
4153215,old,5,FALSE,FALSE
4153261,oneclick,5,FALSE,FALSE
4153286,oneclick,11,FALSE,FALSE
4153321,old,19,FALSE,TRUE
4153359,old,6,FALSE,FALSE
4153398,oneclick,35,FALSE,FALSE
4153499,oneclick,39,TRUE,FALSE
4153878,old,17,FALSE,FALSE
4154018,old,149,TRUE,FALSE
4154034,oneclick,203,TRUE,TRUE
4154270,oneclick,30,TRUE,FALSE
4154337,old,0,FALSE,FALSE
4154785,old,13,FALSE,FALSE
4155222,old,1,FALSE,FALSE
4155319,old,33,TRUE,FALSE
4155446,oneclick,4,FALSE,FALSE
4155861,oneclick,6,FALSE,FALSE
4155898,old,7,TRUE,FALSE
4155900,oneclick,5,FALSE,FALSE
4156013,oneclick,5,FALSE,FALSE
4156032,oneclick,115,TRUE,FALSE
4156102,oneclick,5,FALSE,FALSE
4156272,old,26,FALSE,FALSE
4156289,old,6,FALSE,FALSE
4156292,oneclick,111,TRUE,TRUE
4156534,oneclick,130,FALSE,TRUE
4156626,old,4,FALSE,FALSE
4156627,oneclick,49,FALSE,FALSE
4156698,oneclick,55,FALSE,FALSE
4156821,old,68,TRUE,FALSE
4156905,oneclick,1,FALSE,FALSE
4156918,oneclick,5,FALSE,FALSE
4156960,oneclick,14,TRUE,FALSE
4157132,oneclick,38,TRUE,FALSE
4157137,old,3,FALSE,FALSE
4157343,oneclick,3,FALSE,FALSE
4157383,old,5,FALSE,FALSE
4157403,oneclick,14,FALSE,FALSE
4157520,old,0,FALSE,FALSE
4157626,old,10,FALSE,FALSE
4157779,old,8,FALSE,FALSE
4157800,old,18,TRUE,FALSE
4157886,old,15,FALSE,FALSE
4157968,old,45,TRUE,FALSE
4157979,oneclick,1,FALSE,FALSE
4158042,old,24,TRUE,FALSE
4158122,oneclick,23,TRUE,TRUE
4158163,old,184,TRUE,TRUE
4158330,oneclick,24,FALSE,FALSE
4158361,old,109,TRUE,FALSE
4158369,old,112,TRUE,FALSE
4158462,old,35,FALSE,FALSE
4158549,old,15,FALSE,FALSE
4158771,oneclick,6,FALSE,FALSE
4158963,oneclick,7,FALSE,FALSE
4159066,old,36,TRUE,TRUE
4159164,oneclick,51,TRUE,FALSE
4159165,old,23,TRUE,TRUE
4159329,oneclick,19,FALSE,FALSE
4159420,oneclick,8,FALSE,FALSE
4159429,oneclick,101,TRUE,FALSE
4159463,old,35,TRUE,FALSE
4159530,old,54,TRUE,FALSE
4159537,oneclick,13,FALSE,FALSE
4159599,oneclick,77,TRUE,TRUE
4159876,oneclick,3,FALSE,FALSE
4159913,old,1,FALSE,FALSE
4159933,old,12,TRUE,FALSE
4159977,oneclick,29,TRUE,FALSE
4160188,oneclick,1,FALSE,FALSE
4160232,oneclick,1,FALSE,FALSE
4160285,oneclick,261,TRUE,TRUE
4160350,oneclick,13,FALSE,FALSE
4160365,old,7,FALSE,FALSE
4160505,oneclick,200,TRUE,TRUE
4160560,old,23,FALSE,FALSE
4160702,old,372,TRUE,TRUE
4160790,old,55,TRUE,FALSE
4161016,oneclick,10,TRUE,FALSE
4161022,oneclick,65,FALSE,FALSE
4161054,oneclick,21,TRUE,FALSE
4161057,oneclick,9,FALSE,FALSE
4161137,oneclick,380,TRUE,FALSE
4161157,old,3,FALSE,TRUE
4161281,oneclick,55,TRUE,FALSE
4161328,oneclick,34,TRUE,FALSE
4161496,old,125,TRUE,FALSE
4161500,old,16,TRUE,FALSE
4161519,old,490,TRUE,TRUE
4161611,old,144,TRUE,FALSE
4161784,old,6,FALSE,FALSE
4161990,oneclick,2,FALSE,FALSE
4162040,old,2,FALSE,FALSE
4162187,oneclick,51,FALSE,FALSE
4162318,oneclick,7,TRUE,FALSE
4162389,old,0,FALSE,FALSE
4162512,old,438,TRUE,TRUE
4162614,oneclick,19,FALSE,FALSE
4162683,oneclick,27,TRUE,FALSE
4162781,old,53,TRUE,FALSE
4162808,old,19,TRUE,FALSE
4162884,old,5,FALSE,FALSE
4163116,oneclick,2,FALSE,FALSE
4163181,old,56,FALSE,TRUE
4163237,old,4,FALSE,FALSE
4163250,oneclick,46,FALSE,TRUE
4163274,oneclick,3,FALSE,FALSE
4163299,oneclick,5,FALSE,FALSE
4163432,oneclick,11,TRUE,FALSE
4163532,oneclick,15,FALSE,FALSE
4163641,oneclick,103,TRUE,FALSE
4163746,old,12,FALSE,FALSE
4163880,oneclick,106,TRUE,TRUE
4163950,old,8,FALSE,FALSE
4164134,old,34,FALSE,FALSE
4164144,oneclick,6,FALSE,FALSE
4164228,oneclick,69,TRUE,FALSE
4164487,old,0,FALSE,FALSE
4164499,oneclick,94,TRUE,TRUE
4164728,old,11,TRUE,FALSE
4164763,old,4,FALSE,FALSE
4164897,old,9,FALSE,FALSE
4164905,old,217,TRUE,TRUE
4164992,oneclick,259,TRUE,TRUE
4165228,old,13,FALSE,FALSE
4165284,old,0,FALSE,FALSE
4165515,oneclick,3,FALSE,FALSE
4165872,old,1,FALSE,FALSE
4165936,old,31,TRUE,FALSE
4165945,old,8,TRUE,FALSE
4166123,oneclick,182,TRUE,TRUE
4166282,old,11,FALSE,FALSE
4166293,oneclick,99,TRUE,FALSE
4166400,old,70,TRUE,FALSE
4166408,old,51,TRUE,FALSE
4166453,oneclick,259,TRUE,TRUE
4166569,old,42,TRUE,FALSE
4166691,old,1,FALSE,FALSE
4166796,old,69,TRUE,FALSE
4166935,oneclick,4,FALSE,FALSE
4166941,old,12,TRUE,FALSE
4166950,oneclick,122,FALSE,TRUE
4167135,old,6,FALSE,FALSE
4167262,old,6,FALSE,FALSE
4167339,oneclick,0,FALSE,FALSE
4167491,oneclick,55,TRUE,FALSE
4167534,oneclick,1,FALSE,FALSE
4167810,oneclick,11,FALSE,FALSE
4167945,oneclick,0,FALSE,FALSE
4168025,old,21,FALSE,FALSE
4168106,old,6,TRUE,FALSE
4168153,oneclick,174,TRUE,TRUE
4168251,oneclick,60,TRUE,TRUE
4168273,oneclick,1,FALSE,FALSE
4168425,oneclick,15,FALSE,FALSE
4168477,old,75,FALSE,TRUE
4168499,old,66,FALSE,FALSE
4168812,oneclick,617,TRUE,TRUE
4169206,oneclick,8,TRUE,FALSE
4169317,oneclick,11,FALSE,FALSE
4169318,oneclick,37,TRUE,FALSE
4169377,old,3,FALSE,FALSE
4169384,oneclick,27,TRUE,FALSE
4169823,oneclick,49,TRUE,FALSE
4169834,oneclick,38,FALSE,TRUE
4169987,oneclick,95,TRUE,TRUE
4170009,oneclick,3,FALSE,FALSE
4170057,old,18,FALSE,TRUE
4170063,oneclick,44,TRUE,TRUE
4170446,old,19,FALSE,TRUE
4170456,oneclick,112,TRUE,TRUE
4170634,oneclick,260,TRUE,TRUE
4170760,old,14,FALSE,FALSE
4170797,old,2,FALSE,FALSE
4171120,oneclick,123,TRUE,FALSE
4171186,old,6,FALSE,FALSE
4171446,old,89,TRUE,FALSE
4171479,oneclick,14,TRUE,FALSE
4171705,old,24,FALSE,FALSE
4171832,oneclick,0,FALSE,FALSE
4171898,oneclick,3,FALSE,FALSE
4171901,oneclick,200,TRUE,FALSE
4172111,oneclick,22,FALSE,FALSE
4172154,old,87,TRUE,FALSE
4172306,old,19,TRUE,FALSE
4172434,old,83,FALSE,FALSE
4172475,oneclick,513,TRUE,TRUE
4172602,old,12,FALSE,FALSE
4172673,oneclick,15,FALSE,FALSE
4172819,old,76,TRUE,FALSE
4172849,old,0,FALSE,FALSE
4172881,oneclick,2,FALSE,FALSE
4173161,old,139,TRUE,FALSE
4173240,oneclick,7,FALSE,FALSE
4173402,oneclick,4,FALSE,FALSE
4173510,old,22,TRUE,FALSE
4173573,oneclick,418,TRUE,TRUE
4173691,old,51,FALSE,FALSE
4173725,oneclick,17,TRUE,TRUE
4173859,old,7,TRUE,FALSE
4173966,oneclick,1,FALSE,FALSE
4173989,old,80,TRUE,FALSE
4174127,old,34,FALSE,FALSE
4174165,old,88,FALSE,TRUE
4174249,oneclick,22,FALSE,FALSE
4174411,oneclick,21,TRUE,FALSE
4174580,old,263,TRUE,TRUE
4174645,oneclick,36,TRUE,FALSE
4174669,oneclick,4,FALSE,FALSE
4175374,old,5,FALSE,FALSE
4175436,old,8,FALSE,FALSE
4175576,oneclick,33,TRUE,FALSE
4175669,oneclick,1,FALSE,FALSE
4175728,old,198,FALSE,FALSE
4175810,old,6,FALSE,FALSE
4175812,oneclick,60,TRUE,FALSE
4175904,oneclick,19,TRUE,FALSE
4176062,old,29,TRUE,FALSE
4176281,oneclick,89,TRUE,FALSE
4176293,oneclick,33,FALSE,FALSE
4176376,oneclick,355,TRUE,TRUE
4176489,oneclick,5,FALSE,FALSE
4176613,oneclick,105,TRUE,FALSE
4176747,old,10,TRUE,FALSE
4176764,oneclick,25,FALSE,TRUE
4176832,oneclick,22,FALSE,FALSE
4176893,old,0,FALSE,FALSE
4176981,oneclick,128,TRUE,FALSE
4177058,oneclick,67,TRUE,FALSE
4177364,oneclick,25,TRUE,TRUE
4177414,oneclick,142,TRUE,TRUE
4177539,old,86,TRUE,TRUE
4178019,old,74,TRUE,FALSE
4178029,old,2,FALSE,FALSE
4178032,old,206,TRUE,FALSE
4178205,oneclick,89,FALSE,TRUE
4178346,oneclick,605,TRUE,TRUE
4178461,oneclick,158,TRUE,FALSE
4178553,old,523,TRUE,TRUE
4178572,oneclick,33,FALSE,FALSE
4178627,oneclick,61,TRUE,FALSE
4178692,old,61,FALSE,FALSE
4178826,oneclick,5,FALSE,FALSE
4178854,oneclick,16,FALSE,FALSE
4178861,old,43,FALSE,FALSE
4178868,old,103,TRUE,FALSE
4178909,old,21,TRUE,FALSE
4179074,oneclick,222,TRUE,FALSE
4179130,old,20,FALSE,FALSE
4179175,old,95,TRUE,TRUE
4179200,old,1,FALSE,FALSE
4179215,oneclick,7,FALSE,FALSE
4179292,old,188,TRUE,FALSE
4179328,oneclick,1,FALSE,FALSE
4179462,oneclick,2,FALSE,FALSE
4179506,oneclick,143,FALSE,TRUE
4179615,oneclick,9,FALSE,FALSE
4179729,old,244,TRUE,TRUE
4179856,oneclick,116,TRUE,TRUE
4179947,oneclick,4,FALSE,FALSE
4179980,old,440,TRUE,TRUE
4180011,oneclick,25,FALSE,FALSE
4180070,old,45,FALSE,TRUE
4180190,old,4,FALSE,FALSE
4180221,old,2,FALSE,FALSE
4180300,oneclick,8,FALSE,FALSE
4180414,oneclick,1,FALSE,FALSE
4180522,old,0,FALSE,FALSE
4180684,old,11,TRUE,FALSE
4180998,oneclick,0,FALSE,FALSE
4181166,old,369,TRUE,TRUE
4181191,oneclick,21,FALSE,FALSE
4181383,old,3,FALSE,FALSE
4181498,old,6,FALSE,FALSE
4181572,oneclick,109,TRUE,FALSE
4181958,old,8,FALSE,FALSE
4182094,oneclick,238,TRUE,TRUE
4182153,oneclick,22,FALSE,FALSE
4182175,old,9,TRUE,FALSE
4182311,old,14,TRUE,FALSE
4182626,oneclick,24,FALSE,FALSE
4182649,old,44,TRUE,FALSE
4182684,old,14,TRUE,FALSE
4182700,old,54,TRUE,FALSE
4182737,old,23,TRUE,FALSE
4182815,oneclick,53,TRUE,FALSE
4182896,old,1,FALSE,FALSE
4183081,oneclick,76,TRUE,TRUE
4183228,oneclick,37,TRUE,FALSE
4183292,oneclick,37,TRUE,TRUE
4183382,old,2,FALSE,FALSE
4183413,old,1,FALSE,FALSE
4183443,old,43,TRUE,TRUE
4183908,old,5,FALSE,FALSE
4184190,old,148,TRUE,TRUE
4184324,old,348,TRUE,TRUE
4184341,old,9,FALSE,FALSE
4184363,oneclick,62,TRUE,FALSE
4184404,oneclick,4,FALSE,FALSE
4184476,oneclick,81,TRUE,FALSE
4184553,old,34,TRUE,FALSE
4184610,old,8,FALSE,FALSE
4184679,old,475,TRUE,TRUE
4184785,old,17,TRUE,FALSE
4184789,old,210,TRUE,TRUE
4184879,old,2,FALSE,FALSE
4184887,old,1,FALSE,FALSE
4184908,oneclick,431,TRUE,TRUE
4185138,oneclick,4,FALSE,FALSE
4185278,oneclick,28,TRUE,FALSE
4185448,old,39,TRUE,FALSE
4185817,old,8,FALSE,FALSE
4185892,oneclick,17,FALSE,FALSE
4185933,old,13,FALSE,FALSE
4185958,old,9,FALSE,FALSE
4185999,oneclick,24,TRUE,FALSE
4186081,old,0,FALSE,FALSE
4186142,oneclick,13,TRUE,TRUE
4186186,old,22,TRUE,FALSE
4186232,old,23,FALSE,FALSE
4186426,old,2,FALSE,FALSE
4186545,old,7,TRUE,FALSE
4186743,oneclick,42,TRUE,FALSE
4186746,oneclick,25,FALSE,FALSE
4187020,oneclick,13,TRUE,FALSE
4187080,oneclick,6,FALSE,FALSE
4187411,old,1,FALSE,FALSE
4187484,oneclick,18,FALSE,FALSE
4187572,old,3,FALSE,FALSE
4187672,oneclick,1,FALSE,FALSE
4187779,old,11,TRUE,FALSE
4187950,old,20,FALSE,TRUE
4188286,old,23,FALSE,FALSE
4188480,oneclick,1,FALSE,FALSE
4188543,oneclick,9,FALSE,FALSE
4188687,old,27,FALSE,FALSE
4188813,oneclick,103,TRUE,FALSE
4189201,old,2,FALSE,FALSE
4189349,old,26,FALSE,FALSE
4189497,oneclick,13,FALSE,FALSE
4189640,old,6,FALSE,FALSE
4189657,oneclick,142,TRUE,TRUE
4189820,old,1,FALSE,FALSE
4189834,oneclick,4,FALSE,FALSE
4190027,old,6,FALSE,FALSE
4190056,oneclick,12,TRUE,FALSE
4190134,old,24,FALSE,FALSE
4190522,old,7,FALSE,FALSE
4190562,oneclick,6,TRUE,TRUE
4190617,old,16,TRUE,FALSE
4190768,oneclick,14,FALSE,TRUE
4190855,oneclick,14,FALSE,FALSE
4190929,oneclick,1,FALSE,FALSE
4190937,old,51,TRUE,FALSE
4191270,oneclick,25,FALSE,TRUE
4191421,oneclick,47,FALSE,FALSE
4191771,old,14,TRUE,FALSE
4191903,oneclick,30,TRUE,FALSE
4192021,oneclick,32,TRUE,FALSE
4192094,old,499,TRUE,TRUE
4192173,oneclick,21,FALSE,FALSE
4192306,oneclick,17,TRUE,FALSE
4192477,old,6,FALSE,FALSE
4192492,old,96,TRUE,FALSE
4192558,old,5,TRUE,TRUE
4192578,oneclick,176,TRUE,FALSE
4192708,oneclick,0,FALSE,FALSE
4192825,old,75,TRUE,TRUE
4192974,oneclick,11,TRUE,FALSE
4192986,old,1,FALSE,FALSE
4193097,old,20,FALSE,FALSE
4193140,old,0,FALSE,FALSE
4193207,old,61,TRUE,TRUE
4193584,old,66,FALSE,FALSE
4193610,old,5,FALSE,FALSE
4193617,oneclick,4,FALSE,FALSE
4193793,oneclick,14,FALSE,FALSE
4194271,oneclick,9,FALSE,FALSE
4194436,oneclick,6,TRUE,FALSE
4194474,old,8,TRUE,FALSE
4194478,oneclick,55,TRUE,TRUE
4194651,oneclick,2,FALSE,FALSE
4194722,old,1,FALSE,FALSE
4194794,old,68,TRUE,FALSE
4194841,old,90,TRUE,TRUE
4194870,oneclick,35,TRUE,TRUE
4194928,old,17,FALSE,FALSE
4195032,old,17,TRUE,FALSE
4195140,oneclick,7,FALSE,FALSE
4195161,old,1,FALSE,FALSE
4195244,oneclick,394,TRUE,TRUE
4195306,old,41,TRUE,FALSE
4195335,old,3,FALSE,FALSE
4195580,oneclick,16,TRUE,FALSE
4195664,old,7,FALSE,FALSE
4195957,old,2,FALSE,FALSE
4195963,oneclick,13,FALSE,FALSE
4195990,oneclick,2,FALSE,FALSE
4196110,old,20,FALSE,FALSE
4196228,old,96,TRUE,FALSE
4196315,oneclick,71,TRUE,FALSE
4196525,oneclick,0,FALSE,FALSE
4196630,old,94,TRUE,FALSE
4196689,old,4,FALSE,FALSE
4196901,oneclick,0,FALSE,FALSE
4196913,oneclick,22,TRUE,FALSE
4196961,oneclick,14,FALSE,FALSE
4197078,old,25,TRUE,FALSE
4197123,old,69,TRUE,FALSE
4197394,old,78,TRUE,FALSE
4197513,old,3,FALSE,FALSE
4197737,old,1,FALSE,FALSE
4197854,old,1,FALSE,FALSE
4198111,old,250,FALSE,FALSE
4198237,old,4,FALSE,FALSE
4198298,oneclick,72,TRUE,TRUE
4198486,old,13,FALSE,FALSE
4198499,oneclick,31,FALSE,FALSE
4198604,old,26,FALSE,FALSE
4198627,oneclick,1,FALSE,FALSE
4198821,oneclick,17,TRUE,FALSE
4198962,oneclick,114,TRUE,TRUE
4199012,oneclick,56,TRUE,FALSE
4199026,old,68,TRUE,FALSE
4199035,oneclick,4,TRUE,FALSE
4199231,oneclick,120,FALSE,FALSE
4199496,old,7,FALSE,FALSE
4199504,old,1,FALSE,FALSE
4199510,oneclick,1,FALSE,FALSE
4199678,oneclick,11,FALSE,FALSE
4199853,old,6,FALSE,FALSE
4199866,oneclick,124,TRUE,FALSE
4199968,oneclick,4,FALSE,FALSE
4200032,oneclick,3,FALSE,FALSE
4200219,oneclick,71,TRUE,FALSE
4200309,old,1,FALSE,FALSE
4200317,old,13,FALSE,FALSE
4200841,old,15,FALSE,FALSE
4200856,oneclick,226,TRUE,FALSE
4200893,old,59,TRUE,FALSE
4200897,old,4,FALSE,FALSE
4201056,oneclick,44,FALSE,FALSE
4201152,old,27,TRUE,FALSE
4201177,oneclick,10,TRUE,FALSE
4201291,oneclick,0,FALSE,FALSE
4201390,old,6,FALSE,FALSE
4201496,old,5,FALSE,FALSE
4201628,oneclick,49,TRUE,TRUE
4201668,oneclick,148,FALSE,FALSE
4201794,old,1,FALSE,FALSE
4201922,old,43,TRUE,FALSE
4201934,old,13,TRUE,FALSE
4201940,oneclick,17,FALSE,FALSE
4201962,old,2,FALSE,FALSE
4202028,oneclick,14,TRUE,FALSE
4202184,oneclick,150,TRUE,TRUE
4202538,oneclick,19,FALSE,FALSE
4202566,old,62,FALSE,TRUE
4202691,oneclick,139,TRUE,FALSE
4202758,oneclick,76,FALSE,FALSE
4202910,old,55,TRUE,TRUE
4203002,old,0,FALSE,FALSE
4203204,old,12,FALSE,FALSE
4203292,old,10,FALSE,FALSE
4203882,old,2,FALSE,FALSE
4203999,oneclick,26,TRUE,TRUE
4204003,oneclick,10,TRUE,FALSE
4204219,old,116,TRUE,FALSE
4204369,oneclick,4,FALSE,FALSE
4204440,old,79,TRUE,TRUE
4204457,old,181,TRUE,TRUE
4204459,old,1,FALSE,FALSE
4204701,old,5,FALSE,FALSE
4204734,old,0,FALSE,FALSE
4204748,old,63,TRUE,FALSE
4204852,old,15,FALSE,FALSE
4204855,oneclick,268,TRUE,FALSE
4204866,oneclick,10,TRUE,FALSE
4204894,oneclick,1,FALSE,FALSE
4204925,old,2,FALSE,FALSE
4204954,old,52,TRUE,FALSE
4204989,old,2,FALSE,FALSE
4205150,old,86,TRUE,TRUE
4205290,oneclick,309,TRUE,TRUE
4205307,old,44,TRUE,TRUE
4205326,old,3,TRUE,FALSE
4205580,oneclick,7,FALSE,FALSE
4205638,oneclick,0,FALSE,FALSE
4205809,oneclick,185,TRUE,FALSE
4205850,oneclick,114,TRUE,FALSE
4206144,oneclick,18,FALSE,FALSE
4206235,old,3,FALSE,FALSE
4206311,old,109,TRUE,TRUE
4206464,oneclick,163,FALSE,TRUE
4206662,oneclick,13,FALSE,FALSE
4206844,oneclick,6,FALSE,FALSE
4207124,old,0,FALSE,FALSE
4207144,oneclick,4,FALSE,FALSE
4207169,oneclick,29,TRUE,FALSE
4207174,oneclick,30,FALSE,FALSE
4207213,oneclick,152,TRUE,TRUE
4207270,old,110,TRUE,FALSE
4207391,old,1,FALSE,FALSE
4207523,oneclick,11,FALSE,FALSE
4207596,oneclick,346,TRUE,TRUE
4207633,old,67,TRUE,TRUE
4207701,old,61,TRUE,FALSE
4207827,old,40,FALSE,FALSE
4207835,old,51,TRUE,TRUE
4208050,old,14,FALSE,FALSE
4208337,oneclick,43,FALSE,FALSE
4208448,oneclick,126,TRUE,FALSE
4208544,oneclick,12,TRUE,FALSE
4208558,old,14,TRUE,FALSE
4208788,old,106,TRUE,FALSE
4208819,old,45,TRUE,FALSE
4208873,old,23,FALSE,FALSE
4209174,old,1,FALSE,FALSE
4209195,oneclick,29,TRUE,FALSE
4209213,old,11,FALSE,FALSE
4209366,oneclick,24,TRUE,FALSE
4209401,old,2,FALSE,FALSE
4209447,oneclick,27,TRUE,FALSE
4209584,oneclick,38,TRUE,FALSE
4209667,old,15,FALSE,FALSE
4209677,old,0,FALSE,FALSE
4209753,old,8,FALSE,FALSE
4209760,oneclick,77,TRUE,TRUE
4209793,oneclick,5,FALSE,FALSE
4209983,oneclick,1,FALSE,FALSE
4210019,old,3,FALSE,FALSE
4210219,old,37,FALSE,FALSE
4210306,old,223,FALSE,TRUE
4210344,old,27,TRUE,FALSE
4210447,old,3,FALSE,FALSE
4210498,old,20,TRUE,FALSE
4210540,old,4,FALSE,FALSE
4210737,old,8,TRUE,FALSE
4210745,oneclick,49,TRUE,FALSE
4210827,old,32,TRUE,FALSE
4210863,old,36,TRUE,FALSE
4211141,old,45,TRUE,FALSE
4211197,oneclick,135,TRUE,TRUE
4211236,old,28,TRUE,FALSE
4211411,oneclick,12,FALSE,FALSE
4211884,oneclick,169,TRUE,TRUE
4211977,oneclick,39,TRUE,FALSE
4212128,old,493,TRUE,TRUE
4212232,old,10,FALSE,FALSE
4212377,oneclick,196,TRUE,FALSE
4212383,oneclick,0,FALSE,FALSE
4212385,oneclick,122,TRUE,FALSE
4212419,old,268,TRUE,TRUE
4212763,oneclick,24,TRUE,FALSE
4212835,old,25,FALSE,FALSE
4212858,old,9,FALSE,FALSE
4213228,oneclick,3,FALSE,FALSE
4213410,oneclick,24,TRUE,FALSE
4213548,oneclick,13,FALSE,FALSE
4213656,oneclick,179,TRUE,FALSE
4213683,old,6,FALSE,FALSE
